CustomerID,Recency,Frequency,Monetary,CountryGroup,prediction
13133,273,2,109.79999828338623,United Kingdom,4
12816,95,2,572.2000036239624,Other,0
17128,334,1,157.0899999141693,United Kingdom,4
13027,113,6,6912.0,United Kingdom,4
17947,37,1,176.67999935150146,United Kingdom,4
16093,106,1,17.0,United Kingdom,4
15433,213,2,533.2999982833862,United Kingdom,4
16133,3,33,14589.040001869202,United Kingdom,4
17917,45,3,335.0300001502037,United Kingdom,4
14810,40,11,2085.329982995987,United Kingdom,4
17481,3,4,1255.589997291565,United Kingdom,4
17491,1,10,3558.8699836730957,United Kingdom,4
13700,26,10,2248.629994302988,United Kingdom,4
14861,52,1,125.7899980545044,United Kingdom,4
14639,52,6,2984.490001678467,United Kingdom,4
17375,199,3,400.0999984741211,United Kingdom,4
15829,99,2,636.1399946212769,United Kingdom,4
16654,141,4,601.2700037956238,United Kingdom,4
15553,60,1,428.9299962222576,United Kingdom,4
13655,114,2,932.9699985980988,United Kingdom,4
13429,10,4,1006.7999882698059,United Kingdom,4
17274,35,1,107.81999808549881,United Kingdom,4
13276,63,2,590.9299974441528,United Kingdom,4
18106,329,1,421.8999973535538,United Kingdom,4
16185,16,2,529.4099988937378,United Kingdom,4
17403,36,1,263.9200009703636,United Kingdom,4
17100,18,2,971.7399954795837,United Kingdom,4
14432,9,6,2248.499989271164,United Kingdom,4
13571,12,12,2088.939984500408,United Kingdom,4
14116,19,5,1382.7399978637695,United Kingdom,4
14227,26,10,3350.959972381592,United Kingdom,4
12789,65,1,91.85000228881836,Other,0
17507,261,2,605.5799963474274,United Kingdom,4
12508,26,2,397.8799976706505,France,0
17930,35,5,1740.4800171852112,United Kingdom,4
14443,53,4,1420.2000002861023,United Kingdom,4
16031,92,2,547.8999978303909,United Kingdom,4
18161,15,5,1618.6900081634521,United Kingdom,4
17855,372,1,208.9700002670288,United Kingdom,4
16131,51,6,3506.540002822876,United Kingdom,4
15107,311,6,319.5,United Kingdom,4
14164,70,2,1631.769983291626,United Kingdom,4
15343,87,1,364.4999952316284,United Kingdom,4
13672,301,2,186.3900032043457,United Kingdom,4
13030,11,2,752.4399983882904,United Kingdom,4
13451,26,5,2898.259978592396,United Kingdom,4
17211,26,8,2317.2200050354004,United Kingdom,4
18223,4,14,6484.539999008179,United Kingdom,4
15845,17,8,3711.7700157165527,United Kingdom,4
12437,1,18,4951.409977912903,France,0
14236,80,2,490.8599863052368,United Kingdom,4
14701,10,9,2526.089987695217,United Kingdom,4
17744,3,6,2322.3999791145325,United Kingdom,4
17348,14,5,1156.5999942719936,United Kingdom,4
14896,204,2,468.77000403404236,United Kingdom,4
12643,128,6,3344.640012741089,France,0
15114,30,10,2760.559983730316,United Kingdom,4
13512,260,1,251.21000385284424,United Kingdom,4
15203,25,6,1827.7999765872955,United Kingdom,4
13851,95,3,2651.4600038528442,United Kingdom,4
17946,233,2,149.5800006389618,United Kingdom,4
17033,86,3,1030.139980316162,United Kingdom,4
15103,31,2,703.3600001335144,United Kingdom,4
14618,9,3,553.439998626709,United Kingdom,4
13352,60,1,397.9799928665161,United Kingdom,4
12531,14,1,125.22000026702881,Germany,0
13636,36,5,949.1199946403503,United Kingdom,4
14232,42,5,2048.070004940033,United Kingdom,4
14868,3,8,2953.589997768402,United Kingdom,4
16980,255,2,1028.4599980711937,United Kingdom,4
16255,16,8,2619.9099875092506,United Kingdom,4
16668,15,6,306.7199993133545,United Kingdom,4
14659,8,9,2529.929984420538,United Kingdom,4
14672,234,2,765.5499995946884,United Kingdom,4
17303,361,1,250.03999975323677,United Kingdom,4
12881,275,1,297.9999990463257,United Kingdom,4
12680,0,4,862.8099961280823,France,0
12937,15,4,1504.26999604702,United Kingdom,4
13116,138,1,501.1399984359741,United Kingdom,4
16085,23,5,981.5099975168705,United Kingdom,4
17898,85,2,152.06000009179115,United Kingdom,4
13520,58,6,3624.3499755859375,Switzerland,2
15412,171,1,190.5299997329712,United Kingdom,4
16597,4,1,90.0400013923645,United Kingdom,4
14331,124,2,462.6599988937378,United Kingdom,4
12498,21,3,403.70000648498535,Germany,0
13065,373,1,205.86000061035156,United Kingdom,4
14958,147,3,483.7299964427948,United Kingdom,4
16510,372,1,248.0999994277954,United Kingdom,4
13889,92,1,416.9000062942505,United Kingdom,4
12763,138,2,494.07999897003174,Other,0
15874,63,7,4405.879999995232,United Kingdom,4
12420,63,1,600.3899974822998,Other,0
13126,4,8,2099.6399924755096,United Kingdom,4
15801,46,3,1063.9499921798706,United Kingdom,4
14105,239,1,1266.2299976348877,United Kingdom,4
17014,8,3,583.4300017058849,United Kingdom,4
12944,35,2,604.5099973678589,United Kingdom,4
15006,51,1,480.3799977377057,United Kingdom,4
12408,32,5,2888.5499839782715,Belgium,1
13563,84,2,777.5299994945526,United Kingdom,4
17160,31,6,3518.029983997345,United Kingdom,4
15210,225,1,331.17999935150146,United Kingdom,4
17179,178,3,711.7899985611439,United Kingdom,4
17623,32,1,527.0500040054321,United Kingdom,4
15014,43,2,257.67000341415405,United Kingdom,4
18059,23,3,306.4599962234497,United Kingdom,4
12838,33,2,671.9500016272068,United Kingdom,4
12778,19,6,822.2299971580505,Other,0
13735,24,4,2883.5400000214577,United Kingdom,4
14387,32,3,1727.5999870300293,United Kingdom,4
16735,78,5,2247.410002231598,United Kingdom,4
16705,0,20,14034.990020751953,United Kingdom,4
16561,5,2,511.1200017929077,United Kingdom,4
17423,46,2,698.4100036621094,United Kingdom,4
13986,17,1,320.45999908447266,United Kingdom,4
17704,168,2,885.189998626709,United Kingdom,4
15492,28,2,659.4599924087524,United Kingdom,4
12454,56,1,3528.340003967285,Spain,1
15899,368,1,56.25,United Kingdom,4
14836,10,3,102.44999885559082,United Kingdom,4
12919,8,6,1335.189992904663,United Kingdom,4
16503,106,4,1431.930009841919,United Kingdom,4
15065,37,4,3158.130003929138,United Kingdom,4
14984,19,2,202.36999946832657,United Kingdom,4
16139,18,3,635.4099988937378,United Kingdom,4
16401,1,12,4098.3199672698975,United Kingdom,4
17884,3,4,695.0699975788593,United Kingdom,4
16626,0,17,4413.099959731102,United Kingdom,4
16918,49,6,1068.819996058941,United Kingdom,4
16389,53,4,1382.0699949264526,United Kingdom,4
17779,21,3,650.3199978470802,United Kingdom,4
13592,35,4,247.9600019454956,United Kingdom,4
16519,25,2,215.0799994468689,United Kingdom,4
17383,4,1,193.38999858498573,United Kingdom,4
14776,51,11,2538.299988746643,United Kingdom,4
14904,2,2,1025.4399886131287,United Kingdom,4
17932,29,3,1331.56999874115,United Kingdom,4
14217,1,17,2004.9800033569336,United Kingdom,4
15895,149,1,179.17000323534012,United Kingdom,4
13246,18,6,1961.5199879407883,United Kingdom,4
14317,64,1,508.5799951553345,United Kingdom,4
15608,28,4,1093.6799907684326,United Kingdom,4
18114,290,1,220.099999666214,United Kingdom,4
17904,21,1,181.06999891996384,United Kingdom,4
17900,190,2,112.19999885559082,United Kingdom,4
18138,295,1,152.6500015258789,United Kingdom,4
15223,225,2,755.7500009536743,United Kingdom,4
18224,263,1,158.95000076293945,United Kingdom,4
12955,1,11,4757.159990310669,United Kingdom,4
13999,10,12,3901.8099863529205,United Kingdom,4
17769,12,10,3957.429995715618,United Kingdom,4
12472,32,7,6572.109980583191,Germany,0
17774,96,4,1213.73000061512,United Kingdom,4
16081,56,5,2799.419996380806,United Kingdom,4
15235,217,12,2247.5100088119507,United Kingdom,4
13952,217,2,3251.0699858665466,United Kingdom,4
17759,17,3,819.9599963128567,United Kingdom,4
17671,15,4,1572.7099957466125,United Kingdom,4
13937,169,1,158.8499994277954,United Kingdom,4
13244,92,1,121.739999294281,United Kingdom,4
18248,122,2,804.0199999809265,United Kingdom,4
12425,78,1,777.1999979019165,Portugal,1
16527,81,1,228.060005068779,United Kingdom,4
16097,240,1,185.04999828338623,United Kingdom,4
13144,332,1,110.95000076293945,United Kingdom,4
15790,10,1,218.74999928474426,United Kingdom,4
17119,3,2,606.9099988937378,United Kingdom,4
15211,60,2,894.4100074768066,United Kingdom,4
13232,12,7,1328.350001513958,United Kingdom,4
17777,24,3,647.5599957406521,United Kingdom,4
14790,16,4,745.0599989891052,United Kingdom,4
12380,21,4,2724.8099813461304,Belgium,1
12429,9,4,3750.4000086784363,Austria,1
12429,9,4,3750.4000086784363,Other,0
16869,22,4,817.1200003921986,United Kingdom,4
13120,238,1,30.600000381469727,United Kingdom,4
12913,4,5,2483.629985809326,United Kingdom,4
15623,141,1,301.0299959182739,United Kingdom,4
12808,36,3,483.64999771118164,Portugal,1
14795,166,1,131.45000076293945,United Kingdom,4
17031,11,2,380.3499984741211,United Kingdom,4
12479,11,1,527.1999974250793,Germany,0
15368,21,1,446.9399871826172,United Kingdom,4
16342,75,4,322.4099950790405,United Kingdom,4
17790,26,14,1964.3000020384789,United Kingdom,4
17004,46,2,1312.139998972416,United Kingdom,4
17652,25,12,4867.720022678375,United Kingdom,4
16779,2,22,10611.720033079386,United Kingdom,4
13960,21,2,230.22000408172607,United Kingdom,4
16121,57,2,854.6599938869476,United Kingdom,4
15168,25,1,106.5600004196167,United Kingdom,4
14210,105,6,1905.8400144577026,United Kingdom,4
13821,144,2,385.6399976015091,United Kingdom,4
15837,64,1,391.9799995422363,United Kingdom,4
17793,25,1,300.33999931812286,United Kingdom,4
14737,3,3,1164.5499992370605,United Kingdom,4
14757,75,1,420.50000286102295,United Kingdom,4
15949,16,2,364.7200002670288,United Kingdom,4
13079,4,5,220.0999984741211,United Kingdom,4
14722,147,1,180.41999876499176,United Kingdom,4
14295,40,1,166.20000457763672,United Kingdom,4
14419,10,6,1051.7899955511093,United Kingdom,4
13938,35,1,71.6599988937378,United Kingdom,4
15071,93,2,982.0700073242188,United Kingdom,4
15544,9,9,3546.7100110054016,United Kingdom,4
13806,63,1,256.38000297546387,United Kingdom,4
15306,64,3,1174.3500022888184,United Kingdom,4
17220,24,14,3187.54999935627,United Kingdom,4
17977,29,1,288.14000272750854,United Kingdom,4
13769,2,10,2796.510015487671,United Kingdom,4
17138,275,1,380.49999809265137,United Kingdom,4
17071,28,9,2429.0299924612045,United Kingdom,4
16978,77,1,344.3299992084503,United Kingdom,4
15494,21,2,1280.579998165369,United Kingdom,4
13419,63,1,221.05999851226807,United Kingdom,4
12967,358,2,1660.8999977111816,United Kingdom,4
16386,28,2,302.5699998065829,United Kingdom,4
16690,72,2,225.5800018310547,United Kingdom,4
13160,22,1,91.79999923706055,United Kingdom,4
16178,138,1,197.89999961853027,United Kingdom,4
13059,249,1,183.40000104904175,United Kingdom,4
15180,367,1,87.50000095367432,United Kingdom,4
12603,21,1,739.2000122070312,Germany,0
18174,7,1,104.0,United Kingdom,4
13404,1,2,252.49000072479248,United Kingdom,4
12733,234,1,383.949999332428,Other,0
13018,16,28,7277.699977397919,United Kingdom,4
15365,25,7,2314.3200006484985,United Kingdom,4
15047,269,1,343.61999893188477,United Kingdom,4
13178,26,11,5725.469992637634,United Kingdom,4
15388,270,1,140.5399990081787,Other,0
14127,122,3,709.7099862098694,United Kingdom,4
13833,159,1,383.8499953150749,United Kingdom,4
16322,1,2,326.74999725818634,United Kingdom,4
16698,226,2,1998.0,United Kingdom,4
16748,17,5,1515.8999824523926,United Kingdom,4
17619,312,1,214.36999931931496,United Kingdom,4
13989,65,2,1266.0800008773804,United Kingdom,4
13304,351,1,300.4200019836426,United Kingdom,4
14090,324,1,76.31999969482422,United Kingdom,4
15127,65,1,406.5299987792969,United Kingdom,4
12407,49,5,1708.1199884414673,Belgium,1
12935,2,7,2160.6999835968018,United Kingdom,4
14159,19,11,4630.349968098104,United Kingdom,4
13148,29,12,3683.260011792183,United Kingdom,4
17961,21,39,1296.4399981796741,United Kingdom,4
16003,29,5,2735.3699877262115,United Kingdom,4
14681,71,3,498.94999980926514,United Kingdom,4
12532,30,1,349.83000087738037,France,0
16200,4,2,1068.8699977099895,United Kingdom,4
14897,7,4,1366.379994392395,United Kingdom,4
13309,7,5,1456.7899956703186,United Kingdom,4
13782,12,6,908.8599916696548,United Kingdom,4
13589,14,2,379.6499972343445,United Kingdom,4
16943,211,3,816.7299947738647,United Kingdom,4
13375,88,1,778.649998664856,United Kingdom,4
15012,53,2,405.0399962067604,United Kingdom,4
17311,78,2,1384.8499870300293,United Kingdom,4
17461,22,3,735.8199939131737,United Kingdom,4
13033,357,1,190.55000114440918,United Kingdom,4
18178,128,4,1590.8099975585938,United Kingdom,4
14400,149,1,574.6999998092651,United Kingdom,4
15353,254,2,770.1200022101402,United Kingdom,4
17836,47,1,110.21000024676323,United Kingdom,4
16643,245,1,487.51000213623047,United Kingdom,4
12402,323,1,225.60000133514404,Belgium,1
16756,214,1,239.40000247955322,United Kingdom,4
14076,129,1,118.67000027000904,United Kingdom,4
13634,33,5,1547.3599912822247,United Kingdom,4
15505,52,5,3610.9599981307983,United Kingdom,4
15153,31,1,329.24999809265137,United Kingdom,4
17288,9,7,1417.629993826151,United Kingdom,4
12766,3,7,6989.630000114441,Portugal,1
12747,2,11,4196.010008811951,United Kingdom,4
17088,28,4,1991.0100026130676,United Kingdom,4
16141,88,1,620.4000015258789,United Kingdom,4
12795,18,1,430.4799995422363,Portugal,1
15156,1,3,961.4899978637695,United Kingdom,4
14450,180,3,483.24999463558197,United Kingdom,4
12651,334,1,114.00000190734863,France,0
14731,47,3,380.0199961066246,United Kingdom,4
12559,310,2,561.709997177124,Germany,0
15275,37,1,615.1399993896484,United Kingdom,4
14967,49,1,463.8000030517578,United Kingdom,4
16271,2,5,1404.6399999558926,United Kingdom,4
17535,280,1,164.39999961853027,United Kingdom,4
16573,84,2,663.6100015640259,United Kingdom,4
18179,9,6,1793.1699934005737,United Kingdom,4
17433,88,1,303.15999829769135,United Kingdom,4
17976,372,1,321.7899965643883,United Kingdom,4
12566,86,1,351.64999771118164,Germany,0
18064,133,2,814.0,United Kingdom,4
13441,91,1,296.6400022506714,United Kingdom,4
17251,362,1,269.82999873161316,United Kingdom,4
12797,365,1,254.0300006866455,Portugal,1
14582,40,1,114.11000108718872,United Kingdom,4
14476,257,1,192.99999928474426,United Kingdom,4
16284,31,2,812.679992556572,United Kingdom,4
15511,11,5,900.529993981123,United Kingdom,4
17364,0,11,4462.67999522388,United Kingdom,4
16306,213,6,632.2699978351593,United Kingdom,4
16098,87,7,2005.6299962997437,United Kingdom,4
15249,31,13,6688.459992408752,United Kingdom,4
15121,50,2,457.7199983596802,United Kingdom,4
15238,29,3,1071.9899940490723,United Kingdom,4
13596,5,2,664.1099961400032,United Kingdom,4
16458,2,18,3482.7399513721466,United Kingdom,4
14715,24,4,867.3799948692322,United Kingdom,4
13343,177,1,353.4299964904785,United Kingdom,4
13171,21,3,468.40999364852905,United Kingdom,4
13447,23,3,1129.14000415802,United Kingdom,4
14957,253,1,58.489999890327454,United Kingdom,4
17436,1,2,216.3000030517578,United Kingdom,4
13932,294,1,307.4000005722046,United Kingdom,4
12830,37,6,6814.639976501465,United Kingdom,4
18281,180,1,80.82000160217285,United Kingdom,4
13626,252,1,257.2299995422363,United Kingdom,4
12852,294,1,311.5500020980835,United Kingdom,4
14708,2,3,1126.370005607605,United Kingdom,4
16986,29,2,1873.2000007629395,United Kingdom,4
14554,10,4,2279.489989936352,United Kingdom,4
12614,277,1,315.5999994277954,Germany,0
14530,25,6,2862.1099939346313,United Kingdom,4
15746,134,1,196.87999963760376,United Kingdom,4
17451,1,7,1721.4000096321106,United Kingdom,4
14081,302,2,921.6199926733971,United Kingdom,4
13491,51,10,1215.8199932575226,United Kingdom,4
14895,7,20,11138.710014343262,United Kingdom,4
12925,4,2,694.0499906539917,United Kingdom,4
13006,56,1,81.56999921798706,United Kingdom,4
12949,30,8,4167.2199993133545,United Kingdom,4
15572,4,7,2533.41999655962,United Kingdom,4
17404,4,15,31906.820011138916,Other,0
12993,23,4,414.76000022888184,United Kingdom,4
13026,1,5,975.3599920272827,United Kingdom,4
15791,43,2,1612.689992904663,United Kingdom,4
15554,277,1,217.19999980926514,United Kingdom,4
15852,186,2,160.71000024676323,United Kingdom,4
14951,79,1,311.68999803066254,United Kingdom,4
15864,22,6,1936.3199949264526,United Kingdom,4
15467,9,3,524.8799991607666,United Kingdom,4
15998,36,5,3080.219985961914,United Kingdom,4
14657,17,4,848.2200003266335,United Kingdom,4
16161,1,19,5533.669966876507,United Kingdom,4
12683,4,15,8476.569958209991,France,0
14428,7,5,1224.059992313385,United Kingdom,4
14507,23,6,1367.8800068497658,United Kingdom,4
17921,64,4,820.229991286993,United Kingdom,4
13141,84,5,2388.750009536743,United Kingdom,4
14745,112,5,1220.2599921226501,United Kingdom,4
14020,16,2,642.7999973297119,United Kingdom,4
17750,5,9,1710.4499851614237,United Kingdom,4
17453,17,2,486.7199954986572,United Kingdom,4
13591,64,3,1117.1299991607666,United Kingdom,4
13884,7,5,787.6000075340271,United Kingdom,4
13941,21,5,5112.960026741028,United Kingdom,4
12994,4,3,974.4199976921082,United Kingdom,4
16603,74,2,482.4700002670288,United Kingdom,4
13242,112,3,270.3999900817871,United Kingdom,4
14824,10,4,1127.7099924087524,United Kingdom,4
13372,89,1,378.6400022506714,United Kingdom,4
14720,5,3,663.8100023269653,United Kingdom,4
13028,22,2,661.3199906349182,United Kingdom,4
12701,79,2,797.7100012302399,Germany,0
13091,28,1,345.8199977874756,United Kingdom,4
12866,283,1,559.1199970245361,Belgium,1
15830,37,1,575.9999990463257,United Kingdom,4
14667,10,25,9175.040000706911,United Kingdom,4
12832,32,2,383.02999925613403,United Kingdom,4
17630,169,2,503.5999937057495,United Kingdom,4
13229,225,1,160.95000076293945,United Kingdom,4
17058,81,3,1179.8900022506714,United Kingdom,4
15814,16,4,1945.3299946784973,United Kingdom,4
15333,208,1,1028.560004234314,United Kingdom,4
17350,8,4,1281.3199986219406,United Kingdom,4
15676,18,3,3435.759989261627,United Kingdom,4
13531,205,2,483.7999954223633,United Kingdom,4
17376,70,2,203.19999885559082,United Kingdom,4
13138,22,6,962.3899955749512,United Kingdom,4
12754,235,3,3010.7400104403496,Other,0
16168,10,27,3787.5999908447266,United Kingdom,4
16965,226,1,201.18999826908112,United Kingdom,4
15759,218,3,253.03999996185303,United Kingdom,4
13147,10,4,712.8000183105469,United Kingdom,4
14924,245,1,310.0500020980835,United Kingdom,4
12785,364,1,311.95000076293945,Portugal,1
14082,364,1,182.2499983906746,United Kingdom,4
16434,29,7,1511.7999926805496,United Kingdom,4
15043,31,1,537.0,United Kingdom,4
18069,26,5,2009.2399891912937,United Kingdom,4
14619,245,1,394.44000339508057,United Kingdom,4
16933,1,2,563.229996740818,United Kingdom,4
14135,1,15,4690.310029029846,United Kingdom,4
13990,213,1,311.30000162124634,United Kingdom,4
17556,205,1,157.9000005722046,United Kingdom,4
17658,25,2,595.419997215271,United Kingdom,4
17897,172,3,541.8099984824657,United Kingdom,4
16109,218,2,611.8799915313721,United Kingdom,4
14481,164,2,636.5099997520447,United Kingdom,4
15739,66,1,449.1199951171875,United Kingdom,4
18008,70,9,2116.1899971961975,United Kingdom,4
18086,274,1,101.33999919891357,United Kingdom,4
15732,212,2,294.1200008392334,United Kingdom,4
15663,106,1,138.13999938964844,United Kingdom,4
13260,61,1,557.6199951171875,United Kingdom,4
13029,30,3,1247.4999990463257,United Kingdom,4
14653,1,7,1926.6499890685081,United Kingdom,4
12347,2,7,4309.999982833862,Other,0
16399,19,2,408.019996881485,United Kingdom,4
16485,77,1,363.64999812841415,United Kingdom,4
16903,29,1,363.19999673962593,United Kingdom,4
16424,191,1,133.56000137329102,United Kingdom,4
16734,52,3,646.7599965333939,United Kingdom,4
12970,7,4,405.46999529004097,United Kingdom,4
16170,50,6,1885.0499935150146,United Kingdom,4
17379,11,1,389.7199989259243,United Kingdom,4
13808,5,5,1747.6599974632263,United Kingdom,4
14382,26,1,615.4899955093861,United Kingdom,4
16552,242,2,379.7300081253052,United Kingdom,4
14636,36,2,609.8500080108643,United Kingdom,4
14309,8,9,2352.530014038086,United Kingdom,4
14150,35,2,658.6400012969971,United Kingdom,4
16244,211,2,1522.7500019073486,United Kingdom,4
17655,10,7,2638.940008163452,United Kingdom,4
12518,0,5,2056.89000415802,Germany,0
12968,112,1,135.94999980926514,United Kingdom,4
12775,17,5,1386.0399990081787,Other,0
13532,33,1,210.30999863147736,United Kingdom,4
13860,1,5,1245.8999938964844,United Kingdom,4
16266,73,7,861.889994174242,United Kingdom,4
12840,143,4,2726.7699851989746,United Kingdom,4
15105,18,7,2298.9299964904785,United Kingdom,4
13548,96,2,678.160000950098,United Kingdom,4
13835,25,4,834.5699968338013,United Kingdom,4
17594,85,2,993.179988861084,United Kingdom,4
17749,178,2,674.519992351532,United Kingdom,4
15607,336,1,104.75999927520752,United Kingdom,4
12413,66,3,758.1000051498413,France,0
15172,8,5,1624.0499930381775,United Kingdom,4
14100,137,1,191.9499996304512,United Kingdom,4
14847,148,1,309.399995803833,United Kingdom,4
17537,29,2,887.6699964404106,United Kingdom,4
14198,18,4,701.399998664856,United Kingdom,4
16480,75,1,769.2899880409241,United Kingdom,4
17233,35,1,190.87999749183655,United Kingdom,4
14175,59,3,3222.2999873161316,United Kingdom,4
16258,45,5,5203.510018348694,United Kingdom,4
18065,5,14,2392.830002784729,United Kingdom,4
15654,9,2,922.5300054550171,United Kingdom,4
12782,4,5,2330.920009613037,Portugal,1
13313,22,5,1555.3199920654297,United Kingdom,4
17377,23,20,4058.3200004696846,United Kingdom,4
15738,18,16,4812.420020103455,United Kingdom,4
17552,60,4,930.4099941253662,United Kingdom,4
13956,5,5,1019.2699928283691,United Kingdom,4
17314,24,8,2527.9199953079224,United Kingdom,4
18077,8,11,2584.410001575947,United Kingdom,4
14891,148,2,554.379994392395,United Kingdom,4
17908,373,1,232.02999833226204,United Kingdom,4
12409,78,3,11072.669956207275,Switzerland,1
16913,290,1,113.440001308918,United Kingdom,4
13764,70,3,1519.4199898838997,United Kingdom,4
15569,103,5,1375.7099940776825,United Kingdom,4
13021,4,9,2616.3799920082092,United Kingdom,4
17313,31,1,2328.840021133423,United Kingdom,4
13258,11,3,672.8299996852875,United Kingdom,4
15314,199,1,327.9700005054474,United Kingdom,4
14272,73,2,437.95999908447266,United Kingdom,4
12397,35,2,2409.89999628067,Belgium,2
13539,85,3,631.3400011062622,United Kingdom,4
16325,46,3,594.2400054931641,United Kingdom,4
13350,16,2,979.1200037002563,United Kingdom,4
16212,19,2,690.3400001525879,United Kingdom,4
18058,9,1,170.15999698638916,United Kingdom,4
14130,319,1,480.909996509552,United Kingdom,4
12371,44,2,1887.960003376007,Switzerland,1
17002,85,3,1493.7299966812134,United Kingdom,4
14539,15,2,537.4799978733063,United Kingdom,4
15625,103,4,1534.2599897384644,United Kingdom,4
16942,12,9,1904.9899828135967,United Kingdom,4
15234,276,1,196.9999998807907,United Kingdom,4
15602,8,9,1297.869999408722,United Kingdom,4
14395,2,9,3479.9099842906,United Kingdom,4
15022,11,4,852.3899976909161,United Kingdom,4
17384,19,2,336.3999948501587,United Kingdom,4
12684,7,7,2283.629979610443,France,0
16753,58,1,223.91999608278275,United Kingdom,4
15870,32,1,351.43999761343,United Kingdom,4
16204,23,1,384.17999890446663,United Kingdom,4
16535,5,1,593.7499976158142,United Kingdom,4
17676,4,6,1371.1800088882446,United Kingdom,4
14089,56,1,158.75000095367432,United Kingdom,4
16680,43,1,183.69999885559082,United Kingdom,4
16752,372,1,207.49999713897705,United Kingdom,4
16837,31,11,3170.97998380661,United Kingdom,4
16892,1,5,518.1900002211332,United Kingdom,4
15005,15,28,6295.369946420193,United Kingdom,4
14758,144,4,1484.0600023269653,United Kingdom,4
15503,362,1,141.03999909758568,United Kingdom,4
13755,3,9,2108.0599918961525,United Kingdom,4
14644,67,2,830.7599997520447,United Kingdom,4
15237,1,4,1412.3200039863586,United Kingdom,4
13044,291,1,560.4700012207031,United Kingdom,4
18150,32,3,566.5800008773804,United Kingdom,4
12647,22,12,3722.819983959198,Germany,0
16422,17,51,34684.39996242523,United Kingdom,4
